2023/12/22 23:29:04:382 	Total Order Loaded 3889
2023/12/22 23:52:42:558 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:614 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:42:614 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:42:614 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:615 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:42:615 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:42:615 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:615 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:42:615 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:42:615 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:616 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:42:616 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:42:616 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:616 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:42:616 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:42:616 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:617 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:42:617 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:42:617 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:617 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:52:42:618 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:52:42:618 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:52:42:618 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:52:42:618 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:52:42:618 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212 Login Status 1
2023/12/22 23:53:35:772 	O R F Client {}
2023/12/22 23:53:35:772 	R F Client {}
2023/12/22 23:53:35:772 	Going to delete client For Key 1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212
2023/12/22 23:53:35:772 	Going to trminate thread 1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212
2023/12/22 23:53:35:975 	Client thread trminated 1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212
2023/12/22 23:53:35:975 	Call app_on_session_close 1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212
2023/12/22 23:53:35:975 	Client Removed From Client Context
2023/12/22 23:53:35:975 	Call app_on_session_close Finished 1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212
2023/12/22 23:53:35:976 	Client deleted 1001:50de353a8b1cd849918862ff7dd2c628-23:41:41:212
2023/12/22 23:53:36:696 	O R F Client {"loginbytoken":{"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}}
2023/12/22 23:53:36:696 	R F Client {"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}
2023/12/22 23:53:36:696 	Client RegesteredID:: Login Status 0
2023/12/22 23:53:36:696 	Going to lock client lock loginbytoken
2023/12/22 23:53:36:696 	Client lock locked
2023/12/22 23:53:36:696 	Exit from client lock
2023/12/22 23:53:36:696 	New Key Created loginbytoken Validated 1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696
2023/12/22 23:53:36:696 	U122
2023/12/22 23:53:36:696 	123
2023/12/22 23:53:36:704 	Going to enter in critical section
2023/12/22 23:53:36:705 	Entered in critical section
2023/12/22 23:53:36:899 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:53:36:899 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:53:36:899 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:36:899 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:53:36:899 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:53:36:899 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:070 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:53:37:070 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:53:37:070 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:074 	O R F Client {"typeandloginrequest":{"type":"FETCH_PAGE_LIST","loginUser":"1001"}}
2023/12/22 23:53:37:074 	R F Client {"type":"FETCH_PAGE_LIST","loginUser":"1001"}
2023/12/22 23:53:37:074 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:076 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:53:37:076 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:53:37:076 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:077 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:53:37:077 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:53:37:077 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:078 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}}
2023/12/22 23:53:37:078 	R F Client {"type":"FETCH_COLUMN_TEMPLATE","loginUser":"1001"}
2023/12/22 23:53:37:078 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:079 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}}
2023/12/22 23:53:37:079 	R F Client {"type":"FETCH_CLIENT_POSITION_META_DATA","loginUser":"1001"}
2023/12/22 23:53:37:079 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:241 	O R F Client {"typeandloginrequest":{"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}}
2023/12/22 23:53:37:241 	R F Client {"type":"FETCH_ALL_LOGIN_AND_SYMBOL"}
2023/12/22 23:53:37:241 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:534 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}}
2023/12/22 23:53:37:534 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"}
2023/12/22 23:53:37:534 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:582 	O R F Client {"typeandloginrequest":{"type":"FETCH_COLOR_THEMES","loginUser":"1001"}}
2023/12/22 23:53:37:582 	R F Client {"type":"FETCH_COLOR_THEMES","loginUser":"1001"}
2023/12/22 23:53:37:582 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:584 	O R F Client {"typeandloginrequest":{"type":"FETCH_SELECTED_THEME","loginUser":"1001"}}
2023/12/22 23:53:37:584 	R F Client {"type":"FETCH_SELECTED_THEME","loginUser":"1001"}
2023/12/22 23:53:37:584 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:37:585 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:53:37:585 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:53:37:585 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:38:032 	O R F Client {"fetchcolortemplates":{"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}}
2023/12/22 23:53:38:032 	R F Client {"type":"FETCH_COLOR_TEMPLATES","loginUser":"1001"}
2023/12/22 23:53:38:032 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:38:583 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:53:38:583 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:53:38:583 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:38:584 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}}
2023/12/22 23:53:38:584 	R F Client {"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}
2023/12/22 23:53:38:584 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:38:585 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:53:38:585 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:53:38:585 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:38:585 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:53:38:585 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:53:38:585 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:53:43:365 	O R F Client {"updatepagesequence":{"type":"UPDATE_PAGE_SEQUENCE","data":[{"pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"},{"pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad","sequence":1},{"pageId":"9c28f6f0-a3b3-44c0-a498-be5f565345b3","sequence":2},{"pageId":"ece33714-f888-4f08-843b-7cebe44d9364","sequence":3},{"pageId":"0b4ae07a-0c62-4ce9-9b6b-4a502ee18eb9","sequence":4},{"pageId":"1972d2c8-6733-40fa-927d-4694fa9a01ee","sequence":5},{"pageId":"2ebf0231-f929-40e3-a74f-707e71809e95","sequence":6},{"pageId":"4f14a2fa-8c2d-4cbf-ba5e-b9f31c141a2a","sequence":7},{"pageId":"62dbbb74-4a6f-4e23-9d19-f054460606d5","sequence":8},{"pageId":"01637b0b-6a36-4964-9e7f-6bdeaab6c7f4","sequence":9},{"pageId":"e34318e1-e79c-42a9-a23f-8362842e84d5","sequence":10},{"pageId":"3fc6a7c6-0f2f-4c58-bb6b-fc81cacb2803","sequence":11},{"pageId":"c6d3a20f-4a05-4c0f-800c-9e541f4143e1","sequence":12}]}}
2023/12/22 23:53:43:365 	R F Client {"type":"UPDATE_PAGE_SEQUENCE","data":[{"pageId":"083d74f5-57a7-4d0e-9ef8-538c5629d1af"},{"pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad","sequence":1},{"pageId":"9c28f6f0-a3b3-44c0-a498-be5f565345b3","sequence":2},{"pageId":"ece33714-f888-4f08-843b-7cebe44d9364","sequence":3},{"pageId":"0b4ae07a-0c62-4ce9-9b6b-4a502ee18eb9","sequence":4},{"pageId":"1972d2c8-6733-40fa-927d-4694fa9a01ee","sequence":5},{"pageId":"2ebf0231-f929-40e3-a74f-707e71809e95","sequence":6},{"pageId":"4f14a2fa-8c2d-4cbf-ba5e-b9f31c141a2a","sequence":7},{"pageId":"62dbbb74-4a6f-4e23-9d19-f054460606d5","sequence":8},{"pageId":"01637b0b-6a36-4964-9e7f-6bdeaab6c7f4","sequence":9},{"pageId":"e34318e1-e79c-42a9-a23f-8362842e84d5","sequence":10},{"pageId":"3fc6a7c6-0f2f-4c58-bb6b-fc81cacb2803","sequence":11},{"pageId":"c6d3a20f-4a05-4c0f-800c-9e541f4143e1","sequence":12}]}
2023/12/22 23:53:43:365 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:04:956 	O R F Client {"unsubscribe":{"type":"UNSUBSCRIBE","requestType":"FETCH_CLIENT_POSITIONS"}}
2023/12/22 23:54:04:957 	R F Client {"type":"UNSUBSCRIBE","requestType":"FETCH_CLIENT_POSITIONS"}
2023/12/22 23:54:04:957 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:07:373 	O R F Client {"type":"FETCH_PAGE_DETAILS","fetchpagedetails":{"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad"}}
2023/12/22 23:54:07:373 	R F Client {"type":"FETCH_PAGE_DETAILS","loginUser":"1001","pageId":"8d38fe32-d4e6-4a47-bc01-46e97cd7cfad"}
2023/12/22 23:54:07:373 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:07:814 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:54:07:814 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:54:07:814 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:07:815 	O R F Client {"typeandloginrequest":{"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}}
2023/12/22 23:54:07:815 	R F Client {"type":"FETCH_CLIENT_POSITIONS","loginUser":"1001"}
2023/12/22 23:54:07:815 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:07:970 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}}
2023/12/22 23:54:07:971 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet"],"loginUser":"1001"}
2023/12/22 23:54:07:971 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:07:971 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:54:07:971 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:54:07:971 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:129 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:54:08:129 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:54:08:129 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:130 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:54:08:130 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:54:08:130 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:276 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:54:08:276 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:54:08:276 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:277 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:54:08:277 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:54:08:277 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:330 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:54:08:330 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:54:08:330 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:331 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:54:08:331 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:54:08:331 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:334 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:54:08:334 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:54:08:334 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:335 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:54:08:335 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:54:08:335 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:335 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:54:08:335 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:54:08:335 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:336 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:54:08:336 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:54:08:336 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:336 	O R F Client {"activecolumnchagerequest":{"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}}
2023/12/22 23:54:08:336 	R F Client {"type":"ACTIVE_COLUMNS_CHANGED","requestType":"FETCH_CLIENT_POSITIONS","columns":["login","symbol","subbroker","broker","clientbalance","clientfloatingpl","clientplnet","companyplnet","volume","companyvolume","previousvolume","difference"],"loginUser":"1001"}
2023/12/22 23:54:08:338 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:54:08:339 	O R F Client {"type":"FETCH_CLIENT_POSITIONS","fetchclientposition":{"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}}
2023/12/22 23:54:08:339 	R F Client {"type":"FETCH_CLIENT_POSITIONS","action":"refresh"}
2023/12/22 23:54:08:339 	Client RegesteredID:1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696 Login Status 1
2023/12/22 23:58:14:123 	O R F Client {}
2023/12/22 23:58:14:123 	R F Client {}
2023/12/22 23:58:14:124 	Going to delete client For Key 1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696
2023/12/22 23:58:14:124 	Going to trminate thread 1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696
2023/12/22 23:58:14:326 	Client thread trminated 1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696
2023/12/22 23:58:14:326 	Call app_on_session_close 1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696
2023/12/22 23:58:14:326 	Client Removed From Client Context
2023/12/22 23:58:14:326 	Call app_on_session_close Finished 1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696
2023/12/22 23:58:14:327 	Client deleted 1001:50de353a8b1cd849918862ff7dd2c628-23:53:36:696
2023/12/22 23:58:15:089 	O R F Client {"loginbytoken":{"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}}
2023/12/22 23:58:15:089 	R F Client {"type":"loginbytoken","logintoken":"1001:50de353a8b1cd849918862ff7dd2c628-23:36:20:177!~o!1001!~o!122.161.52.99!~o!1703268380"}
2023/12/22 23:58:15:089 	Client RegesteredID:: Login Status 0
2023/12/22 23:58:15:089 	Going to lock client lock loginbytoken
2023/12/22 23:58:15:089 	Client lock locked
2023/12/22 23:58:15:089 	Exit from client lock
2023/12/22 23:58:15:089 	New Key Created loginbytoken Validated 1001:50de353a8b1cd849918862ff7dd2c628-23:58:15:089
2023/12/22 23:58:15:089 	U122
2023/12/22 23:58:15:089 	123
2023/12/22 23:58:15:097 	Going to enter in critical section
2023/12/22 23:58:15:098 	Entered in critical section
